date,daily_total_pnl,daily_avg_pnl,daily_median_pnl,daily_win_rate,daily_trade_count,daily_avg_leverage,sentiment_score,long_short_ratio,sentiment_label
2024-10-06,130.487079,26.0974158,15.234251,1.0,5,1.0,3.0,0.0,Neutral
2024-10-08,5396.546638,163.5317163030303,32.808,1.0,33,1.0,3.0,,Neutral
2024-10-09,396.06272,132.02090666666666,130.277376,1.0,3,1.0,3.0,0.0,Neutral
2024-10-11,8885.327477,493.6293042777778,494.70394999999996,1.0,18,1.0,2.0,0.0,Fear
2024-10-12,541.55471,77.36495857142857,89.495,1.0,7,1.0,3.0,6.0,Neutral
2024-10-14,1913.61958,382.72391600000003,43.747165,1.0,5,1.0,3.0,0.0,Neutral
2024-10-15,1170.2260760000001,292.55651900000004,110.92728849999999,1.0,4,1.0,4.0,0.0,Greed
2024-10-16,219.480876,73.160292,60.458076,1.0,3,1.0,4.0,0.0,Greed
2024-10-17,36.11496,18.05748,18.05748,0.5,2,1.0,4.0,0.0,Greed
2024-10-18,333.219141,66.6438282,63.69408,1.0,5,1.0,4.0,0.0,Greed
2024-10-20,389.155797,35.37779972727273,39.266829,1.0,11,1.0,4.0,1.2,Greed
2024-10-21,2464.915564,36.24875829411764,9.1369855,1.0,68,1.0,4.0,,Greed
2024-10-23,-46.489941,-15.496647000000001,-18.782298,0.0,3,1.0,4.0,0.0,Greed
2024-10-25,13235.862071,630.2791462380952,185.550708,1.0,21,1.0,4.0,0.3125,Greed
2024-10-26,42471.99413,7078.6656883333335,8057.245408000001,1.0,6,1.0,,,
2024-10-27,666.6623079999999,222.22076933333332,54.482636,1.0,3,1.0,4.0,0.0,Greed
2024-10-28,167.28016200000002,41.820040500000005,2.6197325,1.0,4,1.0,4.0,0.0,Greed
2024-10-29,801.170876,267.0569586666667,37.972378,1.0,3,1.0,4.0,,Greed
2024-10-30,9.150023,1.143752875,0.509814,0.875,8,1.0,5.0,,Extreme Greed
2024-10-31,1214.043811,32.81199489189189,27.491465,0.918918918918919,37,1.0,5.0,11.333333333333334,Extreme Greed
2024-11-01,1040.475736,104.0475736,1.243425,0.6,10,1.0,5.0,0.0,Extreme Greed
2024-11-04,2799.410474,121.71349886956521,69.019728,1.0,23,1.0,4.0,0.0,Greed
2024-11-05,678.4759280000001,135.6951856,137.79,1.0,5,1.0,4.0,0.0,Greed
2024-11-06,2817.83723,313.0930255555556,148.999167,0.7777777777777778,9,1.0,4.0,0.0,Greed
2024-11-07,4493.353136,74.88921893333332,45.637126,1.0,60,1.0,5.0,0.0,Extreme Greed
2024-11-08,-64.41354100000007,-4.025846312500004,-23.969238,0.375,16,1.0,5.0,0.0,Extreme Greed
2024-11-09,102.90894,2.3388395454545456,-0.001415,0.4318181818181818,44,1.0,5.0,,Extreme Greed
2024-11-10,991.114334,19.433614392156862,5.586778,1.0,51,1.0,5.0,7.5,Extreme Greed
2024-11-11,6749.630996,70.30865620833333,26.146327,0.9583333333333334,96,1.0,5.0,6.384615384615385,Extreme Greed
2024-11-12,3494.399394,83.19998557142857,19.730448,0.8095238095238095,42,1.0,5.0,2.5,Extreme Greed
2024-11-13,7846.402274,245.2000710625,28.592635,0.84375,32,1.0,5.0,0.06666666666666667,Extreme Greed
2024-11-14,4563.509225,162.98247232142856,146.6707225,1.0,28,1.0,5.0,0.0,Extreme Greed
